Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_ALLSamples
C5H10O3,,87.44,118.0631,3.0579994,51,,,,1848789.0,1717737.0,1696206.0,1657074.0,930760.0,1655573.0,2099802.0,1732212.0,1883486.0,1691882.0,1575800.0,1560592.0,545116.0,2974939.0,2473089.0,1456150.0,728921.0,1611265.0,1216179.0,1497011.0,1275243.0,1464359.0,1546824.0,1500930.0,1311432.0,2545374.0,620808.0,60392.0,2489191.0,125371.0,284583.0,519923.0,1773695.0,392737.0,594276.0,323152.0,2146993.0,1992403.0,2684791.0,1413190.0,1421938.0,1366418.0,1410751.0,1163072.0,1526110.0,1488464.0,1598029.0,643770.0,,,,,0,1754244.0,1717737.0,82583.0,0.05,3,1414469.0,1655573.0,418905.0,0.3,3,1905167.0,1883486.0,184752.0,0.1,3,1609425.0,1575800.0,71814.0,0.04,3,1997715.0,2473089.0,1282769.0,0.64,3,1265445.0,1456150.0,471072.0,0.37,3,1329478.0,1275243.0,148063.0,0.11,3,1504038.0,1500930.0,41320.0,0.03,3,1492538.0,1311432.0,974981.0,0.65,3,891651.0,125371.0,1383891.0,1.55,3,859400.0,519923.0,800498.0,0.93,3,436722.0,392737.0,140812.0,0.32,3,2274729.0,2146993.0,363439.0,0.16,3,1400515.0,1413190.0,29851.0,0.02,3,1366644.0,1410751.0,185494.0,0.14,3,1243421.0,1488464.0,522195.0,0.42,3,,,,,,,,,,,,,,,,118.0,1472307.0,,0.0,1717737.0,1655573.0,1883486.0,1575800.0,2473089.0,1456150.0,1275243.0,1500930.0,1311432.0,125371.0,519923.0,392737.0,2146993.0,1413190.0,1410751.0,1488464.0,1472307.0
C5H10O3 2.5240006,,87.67,118.0632,2.5240006,50,,,,171587.0,179638.0,171420.0,161323.0,83788.0,157565.0,184780.0,134142.0,146164.0,158781.0,130376.0,136422.0,70264.0,226083.0,188090.0,166477.0,73846.0,174508.0,153972.0,177697.0,155696.0,140054.0,128185.0,137071.0,132624.0,250893.0,65141.0,,334259.0,,41355.0,61021.0,211310.0,54915.0,79692.0,47454.0,191607.0,212445.0,227983.0,170783.0,174629.0,170486.0,186014.0,145229.0,180137.0,139257.0,152681.0,90894.0,,,,,0,174215.0,171587.0,4697.0,0.03,3,134225.0,157565.0,43720.0,0.33,3,155029.0,146164.0,26457.0,0.17,3,141860.0,136422.0,14963.0,0.11,3,161479.0,188090.0,81247.0,0.5,3,138277.0,166477.0,55943.0,0.4,3,162455.0,155696.0,13228.0,0.08,3,135103.0,137071.0,6174.0,0.05,3,149553.0,132624.0,94026.0,0.63,3,334259.0,334259.0,,,1,104562.0,61021.0,92968.0,0.89,3,60687.0,54915.0,16876.0,0.28,3,210678.0,212445.0,18252.0,0.09,3,171966.0,170783.0,2311.0,0.01,3,170460.0,180137.0,22047.0,0.13,3,127611.0,139257.0,32498.0,0.25,3,,,,,,,,,,,,,,,,118.0,156630.0,,0.0,171587.0,157565.0,146164.0,136422.0,188090.0,166477.0,155696.0,137071.0,132624.0,334259.0,61021.0,54915.0,212445.0,170783.0,180137.0,139257.0,156630.0
C7H6O2,,87.13,122.0367,4.5910025,51,,,,66991.0,69308.0,49875.0,46180.0,26980.0,49145.0,26604.0,19158.0,35200.0,33452.0,30245.0,25928.0,,55251.0,36501.0,34067.0,25804.0,31929.0,23404.0,33930.0,25786.0,35216.0,53737.0,40211.0,65637.0,93802.0,19301.0,,99256.0,,,,46354.0,,,,62227.0,60649.0,82289.0,66910.0,55197.0,53149.0,45401.0,58637.0,56365.0,80095.0,92235.0,38204.0,,,,,0,62058.0,66991.0,10614.0,0.17,3,40768.0,46180.0,12033.0,0.3,3,26987.0,26604.0,8028.0,0.3,3,29875.0,30245.0,3776.0,0.13,3,45876.0,45876.0,13258.0,0.29,2,30600.0,31929.0,4289.0,0.14,3,27707.0,25786.0,5520.0,0.2,3,43055.0,40211.0,9582.0,0.22,3,59580.0,65637.0,37618.0,0.63,3,99256.0,99256.0,,,1,46354.0,46354.0,,,1,,,,,0,68388.0,62227.0,12064.0,0.18,3,58419.0,55197.0,7425.0,0.13,3,53468.0,56365.0,7078.0,0.13,3,70178.0,80095.0,28348.0,0.4,3,,,,,,,,,,,,,,,,122.0,46354.0,,0.0,66991.0,46180.0,26604.0,30245.0,45876.0,31929.0,25786.0,40211.0,65637.0,99256.0,46354.0,,62227.0,55197.0,56365.0,80095.0,46354.0
C6H6O3,,86.92,126.03200000000001,2.5810006000000003,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,58213.0,98187.0,,,43399.0,,,,,,,,,,27624.0,26410.0,31821.0,27469.0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,78200.0,78200.0,28266.0,0.36,2,43399.0,43399.0,,,1,,,,,0,,,,,0,27624.0,27624.0,,,1,28567.0,27469.0,2868.0,0.1,3,,,,,0,,,,,0,,,,,,,,,,,,,,,,126.0,35512.0,,0.0,,,,,,,,,78200.0,43399.0,,,27624.0,27469.0,,,35512.0
C8H14O 7.6749973,,87.22,126.1043,7.6749973,51,,,,85979.0,81770.0,92850.0,91188.0,57155.0,92232.0,88980.0,76283.0,83567.0,66323.0,59449.0,54682.0,56907.0,91879.0,61188.0,79250.0,48796.0,89275.0,73596.0,92563.0,86731.0,63516.0,68253.0,61871.0,71607.0,107777.0,,,167545.0,,,35731.0,87765.0,,29321.0,,70675.0,86613.0,129832.0,114408.0,118249.0,114827.0,117315.0,119554.0,149822.0,84729.0,81707.0,56910.0,,,,,0,86866.0,85979.0,5593.0,0.06,3,80192.0,91188.0,19957.0,0.25,3,82943.0,83567.0,6371.0,0.08,3,60151.0,59449.0,5852.0,0.1,3,69991.0,61188.0,19076.0,0.27,3,72440.0,79250.0,21081.0,0.29,3,84297.0,86731.0,9715.0,0.12,3,64547.0,63516.0,3313.0,0.05,3,89692.0,89692.0,25576.0,0.29,2,167545.0,167545.0,,,1,61748.0,61748.0,36794.0,0.6,2,29321.0,29321.0,,,1,95707.0,86613.0,30609.0,0.32,3,115828.0,114827.0,2107.0,0.02,3,128897.0,119554.0,18156.0,0.14,3,74449.0,81707.0,15264.0,0.21,3,,,,,,,,,,,,,,,,126.0,84773.0,,0.0,85979.0,91188.0,83567.0,59449.0,61188.0,79250.0,86731.0,63516.0,89692.0,167545.0,61748.0,29321.0,86613.0,114827.0,119554.0,81707.0,84773.0
C8H14O 8.764005,,87.6,126.1044,8.764005000000001,51,,,,47826.0,44969.0,52197.0,50311.0,31654.0,51031.0,47880.0,39021.0,43647.0,39632.0,35869.0,30420.0,33390.0,56315.0,40831.0,42969.0,26460.0,49451.0,41286.0,47851.0,50777.0,38327.0,37699.0,37343.0,44718.0,64013.0,21117.0,,85827.0,,,23894.0,51188.0,,22511.0,,41655.0,53251.0,71953.0,57913.0,62148.0,58698.0,62453.0,59695.0,82546.0,57246.0,52264.0,37951.0,,,,,0,48331.0,47826.0,3640.0,0.08,3,44332.0,50311.0,10985.0,0.25,3,43516.0,43647.0,4431.0,0.1,3,35307.0,35869.0,4632.0,0.13,3,43512.0,40831.0,11695.0,0.27,3,39627.0,42969.0,11854.0,0.3,3,46638.0,47851.0,4860.0,0.1,3,37790.0,37699.0,498.0,0.01,3,43283.0,44718.0,21484.0,0.5,3,85827.0,85827.0,,,1,37541.0,37541.0,19300.0,0.51,2,22511.0,22511.0,,,1,55620.0,53251.0,15287.0,0.27,3,59586.0,58698.0,2253.0,0.04,3,68231.0,62453.0,12473.0,0.18,3,49154.0,52264.0,10016.0,0.2,3,,,,,,,,,,,,,,,,126.0,46272.0,,0.0,47826.0,50311.0,43647.0,35869.0,40831.0,42969.0,47851.0,37699.0,44718.0,85827.0,37541.0,22511.0,53251.0,58698.0,62453.0,52264.0,46272.0
C8H14O,,87.02,126.1046,6.875,51,,,,304375.0,293429.0,317790.0,288512.0,194465.0,291671.0,280824.0,244880.0,278479.0,273979.0,249076.0,235424.0,122406.0,378047.0,278370.0,331778.0,215276.0,376354.0,288973.0,327079.0,335885.0,244871.0,257594.0,239316.0,262582.0,330572.0,118183.0,23115.0,408015.0,67736.0,79676.0,99763.0,273408.0,100216.0,117835.0,81162.0,249651.0,305710.0,391335.0,381617.0,372692.0,370468.0,390652.0,378897.0,473436.0,348307.0,323553.0,46058.0,,,,,0,305198.0,304375.0,12201.0,0.04,3,258216.0,288512.0,55233.0,0.21,3,268061.0,278479.0,20110.0,0.08,3,252826.0,249076.0,19549.0,0.08,3,259608.0,278370.0,128849.0,0.5,3,307803.0,331778.0,83172.0,0.27,3,317312.0,327079.0,24934.0,0.08,3,247260.0,244871.0,9370.0,0.04,3,237112.0,262582.0,108461.0,0.46,3,166289.0,67736.0,210527.0,1.27,3,150949.0,99763.0,106527.0,0.71,3,99738.0,100216.0,18341.0,0.18,3,315565.0,305710.0,71354.0,0.23,3,374926.0,372692.0,5901.0,0.02,3,414328.0,390652.0,51525.0,0.12,3,239306.0,323553.0,167815.0,0.7,3,,,,,,,,,,,,,,,,126.0,283496.0,,0.0,304375.0,288512.0,278479.0,249076.0,278370.0,331778.0,327079.0,244871.0,262582.0,67736.0,99763.0,100216.0,305710.0,372692.0,390652.0,323553.0,283496.0
C2H5ClS2,,56.12,127.9513,0.95100015,51,,,,,118276.0,,,,,,,119044.0,,,,,,,,,,,,,,,,183964.0,174779.0,181658.0,,190239.0,217124.0,222715.0,128465.0,166252.0,193486.0,114671.0,147850.0,185324.0,188594.0,145484.0,208632.0,187166.0,89080.0,,16499.0,13629.0,34239.0,,35606.0,,,,,0,118276.0,118276.0,,,1,,,,,0,119044.0,119044.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,180134.0,181658.0,4778.0,0.03,3,203682.0,203682.0,19011.0,0.09,2,172477.0,166252.0,47432.0,0.28,3,152002.0,147850.0,39571.0,0.26,3,173134.0,185324.0,24001.0,0.14,3,161626.0,187166.0,63737.0,0.39,3,15064.0,15064.0,2029.0,0.13,2,34922.0,34922.0,967.0,0.03,2,,,,,,,,,,,,,,,,128.0,157051.0,,0.0,118276.0,,119044.0,,,,,,181658.0,203682.0,166252.0,147850.0,185324.0,187166.0,15064.0,34922.0,157051.0
C4H3NO2S,,76.73,128.9883,1.2340003000000002,49,,,,,,,,,,,,15891.0,,,11354.0,,,,,,,,,,,,,270966.0,236625.0,,,267205.0,,,,,,,,27685.0,83870.0,133800.0,170898.0,141355.0,123670.0,14853.0,415993.0,,196183.0,100652.0,21146.0,,,,,0,,,,,0,,,,,0,15891.0,15891.0,,,1,11354.0,11354.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,253796.0,253796.0,24283.0,0.1,2,267205.0,267205.0,,,1,,,,,0,,,,,0,81785.0,83870.0,53088.0,0.65,3,145308.0,141355.0,23861.0,0.16,3,215423.0,215423.0,283649.0,1.32,2,105994.0,100652.0,87641.0,0.83,3,,,,,,,,,,,,,,,,129.0,121004.0,,0.0,,,15891.0,11354.0,,,,,253796.0,267205.0,,,83870.0,141355.0,215423.0,100652.0,121004.0
C6H2N4,,84.59,130.0262,1.278,50,,,,128737.0,127069.0,74557.0,121304.0,82686.0,132813.0,48972.0,32172.0,129536.0,38055.0,41695.0,72061.0,13415.0,132580.0,93824.0,132726.0,78867.0,139096.0,26462.0,112446.0,26752.0,105316.0,122704.0,119572.0,57269.0,95294.0,21160.0,,116725.0,,,22576.0,64379.0,,,,87441.0,96520.0,110641.0,96599.0,94435.0,84318.0,97233.0,81502.0,122295.0,115907.0,113801.0,36527.0,,,,,0,110121.0,127069.0,30811.0,0.28,3,112268.0,121304.0,26257.0,0.23,3,70227.0,48972.0,52046.0,0.74,3,50604.0,41695.0,18672.0,0.37,3,79940.0,93824.0,60784.0,0.76,3,116896.0,132726.0,33088.0,0.28,3,55220.0,26752.0,49559.0,0.9,3,115864.0,119572.0,9268.0,0.08,3,57908.0,57269.0,37071.0,0.64,3,116725.0,116725.0,,,1,43478.0,43478.0,29559.0,0.68,2,,,,,0,98201.0,96520.0,11691.0,0.12,3,91784.0,94435.0,6556.0,0.07,3,100343.0,97233.0,20574.0,0.21,3,88745.0,113801.0,45234.0,0.51,3,,,,,,,,,,,,,,,,130.0,96520.0,,0.0,127069.0,121304.0,48972.0,41695.0,93824.0,132726.0,26752.0,119572.0,57269.0,116725.0,43478.0,,96520.0,94435.0,97233.0,113801.0,96520.0
C6H10O3 2.9559999,,85.06,130.0632,2.9559999,51,,,,3209016.0,2459720.0,2884714.0,2072087.0,788370.0,2055116.0,2404288.0,1021742.0,3169517.0,763482.0,873071.0,1515573.0,61385.0,3010532.0,1962368.0,2015156.0,804332.0,2733259.0,1031475.0,2296995.0,392347.0,2631182.0,2001391.0,2837243.0,52490.0,19910.0,174375.0,,5532731.0,55259.0,,1114055.0,4233919.0,,350055.0,,5460028.0,5396085.0,5900937.0,2032814.0,2206823.0,2031036.0,3733541.0,3018371.0,3933138.0,1846577.0,3033442.0,975328.0,,,,,0,2851150.0,2884714.0,375774.0,0.13,3,1638524.0,2055116.0,736304.0,0.45,3,2198516.0,2404288.0,1088573.0,0.5,3,1050709.0,873071.0,406296.0,0.39,3,1678095.0,1962368.0,1494983.0,0.89,3,1850916.0,2015156.0,974895.0,0.53,3,1240272.0,1031475.0,969339.0,0.78,3,2489939.0,2631182.0,435459.0,0.17,3,82258.0,52490.0,81422.0,0.99,3,2793995.0,2793995.0,3873158.0,1.39,2,2673987.0,2673987.0,2206077.0,0.83,2,350055.0,350055.0,,,1,5585683.0,5460028.0,274883.0,0.05,3,2090224.0,2032814.0,100981.0,0.05,3,3561683.0,3733541.0,480990.0,0.14,3,1951782.0,1846577.0,1033082.0,0.53,3,,,,,,,,,,,,,,,,130.0,2043965.0,,0.0,2884714.0,2055116.0,2404288.0,873071.0,1962368.0,2015156.0,1031475.0,2631182.0,52490.0,2793995.0,2673987.0,350055.0,5460028.0,2032814.0,3733541.0,1846577.0,2043965.0
C6H10O3,,84.8,130.0632,3.2279982999999994,51,,,,5541909.0,4260986.0,5043602.0,3551177.0,1477290.0,3558370.0,4183443.0,1546350.0,5421485.0,993629.0,1170265.0,2336155.0,82986.0,5143987.0,3446969.0,3350948.0,1390204.0,4509540.0,1602378.0,3850425.0,608174.0,4591633.0,3792590.0,4945630.0,297519.0,97715.0,99708.0,,8294370.0,83386.0,,1341077.0,6995579.0,,40194.0,,8435901.0,8516692.0,9134221.0,3322005.0,4055387.0,3612188.0,6554690.0,4630717.0,6893152.0,2809861.0,4981788.0,1472771.0,,,,,0,4948832.0,5043602.0,645699.0,0.13,3,2862279.0,3551177.0,1199441.0,0.42,3,3717093.0,4183443.0,1979212.0,0.53,3,1500016.0,1170265.0,729483.0,0.49,3,2891314.0,3446969.0,2575849.0,0.89,3,3083564.0,3350948.0,1576764.0,0.51,3,2020326.0,1602378.0,1661041.0,0.82,3,4443284.0,4591633.0,590661.0,0.13,3,164981.0,99708.0,114786.0,0.7,3,4188878.0,4188878.0,5806042.0,1.39,2,4168328.0,4168328.0,3998337.0,0.96,2,40194.0,40194.0,,,1,8695605.0,8516692.0,381995.0,0.04,3,3663193.0,3612188.0,369342.0,0.1,3,6026186.0,6554690.0,1220303.0,0.2,3,3088140.0,2809861.0,1770983.0,0.57,3,,,,,,,,,,,,,,,,130.0,3581682.0,,0.0,5043602.0,3551177.0,4183443.0,1170265.0,3446969.0,3350948.0,1602378.0,4591633.0,99708.0,4188878.0,4168328.0,40194.0,8516692.0,3612188.0,6554690.0,2809861.0,3581682.0
C5H8O4,,87.5,132.0426,2.3899996,51,,,,257904.0,286357.0,275507.0,250214.0,146220.0,219910.0,222602.0,151214.0,186929.0,204917.0,210919.0,287105.0,,374949.0,289011.0,292266.0,178668.0,364016.0,166266.0,236284.0,77418.0,178353.0,200760.0,181834.0,198417.0,302380.0,187131.0,27325.0,272967.0,125032.0,93080.0,57023.0,163764.0,183746.0,148372.0,130021.0,199225.0,230134.0,282273.0,259963.0,273665.0,252524.0,291658.0,251549.0,332132.0,262340.0,261912.0,182550.0,,,,,0,273256.0,275507.0,14359.0,0.05,3,205448.0,219910.0,53484.0,0.26,3,186915.0,186929.0,35694.0,0.19,3,234314.0,210919.0,45817.0,0.2,3,331980.0,331980.0,60767.0,0.18,2,278317.0,292266.0,93458.0,0.34,3,159989.0,166266.0,79619.0,0.5,3,186982.0,181834.0,12058.0,0.06,3,229309.0,198417.0,63532.0,0.28,3,141775.0,125032.0,123674.0,0.87,3,104622.0,93080.0,54299.0,0.52,3,154046.0,148372.0,27308.0,0.18,3,237211.0,230134.0,41974.0,0.18,3,262051.0,259963.0,10724.0,0.04,3,291780.0,291658.0,40292.0,0.14,3,235601.0,261912.0,45944.0,0.2,3,,,,,,,,,,,,,,,,132.0,215414.0,,0.0,275507.0,219910.0,186929.0,210919.0,331980.0,292266.0,166266.0,181834.0,198417.0,125032.0,93080.0,148372.0,230134.0,259963.0,291658.0,261912.0,215414.0
C6H12O3,,87.31,132.0789,4.6390033,51,,,,266364.0,244935.0,247203.0,240918.0,156694.0,230765.0,265113.0,119375.0,139873.0,128659.0,126976.0,143828.0,83345.0,146674.0,235874.0,106864.0,117022.0,129414.0,107747.0,122538.0,199388.0,185705.0,198544.0,111652.0,72302.0,143367.0,75249.0,,166968.0,,53397.0,37858.0,130432.0,73583.0,99296.0,62979.0,120603.0,142010.0,162738.0,104945.0,101382.0,108035.0,105465.0,167434.0,131953.0,115585.0,119180.0,94996.0,,,,,0,252834.0,247203.0,11772.0,0.05,3,209459.0,230765.0,45977.0,0.22,3,174787.0,139873.0,78893.0,0.45,3,133154.0,128659.0,9282.0,0.07,3,155298.0,146674.0,76629.0,0.49,3,117767.0,117022.0,11293.0,0.1,3,143224.0,122538.0,49198.0,0.34,3,165300.0,185705.0,46902.0,0.28,3,96973.0,75249.0,40206.0,0.41,3,166968.0,166968.0,,,1,73896.0,53397.0,49575.0,0.67,3,78619.0,73583.0,18675.0,0.24,3,141784.0,142010.0,21068.0,0.15,3,104787.0,104945.0,3329.0,0.03,3,134951.0,131953.0,31093.0,0.23,3,109920.0,115585.0,13049.0,0.12,3,,,,,,,,,,,,,,,,132.0,130306.0,,0.0,247203.0,230765.0,139873.0,128659.0,146674.0,117022.0,122538.0,185705.0,75249.0,166968.0,53397.0,73583.0,142010.0,104945.0,131953.0,115585.0,130306.0
C6H12O3 4.535002,,87.35,132.0791,4.5350019999999995,51,,,,115041.0,244704.0,247853.0,240067.0,59426.0,111377.0,264387.0,111963.0,107858.0,112470.0,89643.0,93312.0,83380.0,153565.0,235841.0,87241.0,114143.0,87960.0,68778.0,90923.0,198278.0,185218.0,199262.0,73687.0,138065.0,118273.0,96771.0,,132726.0,,45787.0,64265.0,78259.0,73534.0,99503.0,63853.0,229175.0,121555.0,311310.0,63487.0,77566.0,69042.0,87533.0,166678.0,88035.0,87015.0,83741.0,94822.0,,,,,0,202533.0,244704.0,75786.0,0.37,3,136957.0,111377.0,92997.0,0.68,3,161403.0,111963.0,89211.0,0.55,3,98475.0,93312.0,12258.0,0.12,3,157595.0,153565.0,76310.0,0.48,3,96448.0,87960.0,15329.0,0.16,3,119326.0,90923.0,69265.0,0.58,3,152722.0,185218.0,68806.0,0.45,3,117703.0,118273.0,20653.0,0.18,3,132726.0,132726.0,,,1,62770.0,64265.0,16288.0,0.26,3,78963.0,73534.0,18435.0,0.23,3,220680.0,229175.0,95162.0,0.43,3,70032.0,69042.0,7091.0,0.1,3,114082.0,88035.0,45550.0,0.4,3,88526.0,87015.0,5693.0,0.06,3,,,,,,,,,,,,,,,,132.0,102344.0,,0.0,244704.0,111377.0,111963.0,93312.0,153565.0,87960.0,90923.0,185218.0,118273.0,132726.0,64265.0,73534.0,229175.0,69042.0,88035.0,87015.0,102344.0
C4H10N3O2,,85.83,132.0794,4.2409987000000005,51,,,,65768.0,68321.0,66874.0,69380.0,41653.0,70729.0,65559.0,58770.0,53432.0,80946.0,72023.0,72942.0,49500.0,106644.0,81631.0,67507.0,27210.0,83953.0,66982.0,76664.0,81841.0,74547.0,76169.0,71447.0,54703.0,106405.0,20668.0,,99285.0,,16536.0,30014.0,98663.0,23339.0,36264.0,21217.0,97393.0,114577.0,131382.0,91687.0,111147.0,103565.0,125867.0,109359.0,143329.0,87785.0,84422.0,43697.0,,,,,0,66988.0,66874.0,1280.0,0.02,3,60587.0,69380.0,16411.0,0.27,3,59254.0,58770.0,6078.0,0.1,3,75304.0,72942.0,4908.0,0.07,3,79258.0,81631.0,28646.0,0.36,3,59557.0,67507.0,29195.0,0.49,3,75162.0,76664.0,7542.0,0.1,3,74054.0,74547.0,2399.0,0.03,3,60592.0,54703.0,43171.0,0.71,3,99285.0,99285.0,,,1,48404.0,30014.0,44044.0,0.91,3,26940.0,23339.0,8144.0,0.3,3,114451.0,114577.0,16995.0,0.15,3,102133.0,103565.0,9809.0,0.1,3,126185.0,125867.0,16987.0,0.13,3,71968.0,84422.0,24541.0,0.34,3,,,,,,,,,,,,,,,,132.0,73744.0,,0.0,66874.0,69380.0,58770.0,72942.0,81631.0,67507.0,76664.0,74547.0,54703.0,99285.0,30014.0,23339.0,114577.0,103565.0,125867.0,84422.0,73744.0
C7H6O3,,83.97,138.0318,5.9100019999999995,51,,97977.0,,990480.0,930377.0,1008010.0,462454.0,328827.0,455877.0,926996.0,746583.0,889024.0,270982.0,242745.0,277822.0,3270490.0,7778728.0,7816839.0,709901.0,467253.0,808629.0,1552398.0,1829066.0,1684164.0,923318.0,942592.0,900812.0,198696.0,226606.0,166227.0,105638.0,235437.0,132323.0,147562.0,191467.0,349777.0,1089372.0,1793478.0,1002699.0,712655.0,813960.0,988758.0,577647.0,607043.0,595892.0,7399857.0,6608697.0,8433506.0,1115510.0,1037809.0,556955.0,97986.0,97986.0,,,1,976298.0,990489.0,40716.0,0.04,3,415728.0,455886.0,75323.0,0.18,3,854210.0,889033.0,95114.0,0.11,3,263859.0,270991.0,18594.0,0.07,3,6288695.0,7778737.0,2613904.0,0.42,3,661937.0,709910.0,175671.0,0.27,3,1688552.0,1684173.0,138386.0,0.08,3,922250.0,923327.0,20911.0,0.02,3,197185.0,198705.0,30218.0,0.15,3,157808.0,132332.0,68547.0,0.43,3,229611.0,191476.0,106365.0,0.46,3,1295192.0,1089381.0,433707.0,0.33,3,838467.0,813969.0,139672.0,0.17,3,593536.0,595901.0,14840.0,0.03,3,7480696.0,7399866.0,915086.0,0.12,3,903434.0,1037818.0,302556.0,0.33,3,,,,,,,,,,,,,,,,138.0,851501.0,8.690027146735249,9.0,990480.0,455877.0,889024.0,270982.0,7778728.0,709901.0,1684164.0,923318.0,198696.0,132323.0,191467.0,1089372.0,813960.0,595892.0,7399857.0,1037809.0,851492.0
C7H9NO2,,87.86,139.0636,4.016001999999999,51,,,,20888.0,18353.0,20075.0,,,14378.0,,,,,,,,16157.0,,,,,,,,,,,91368.0,122356.0,21879.0,,29319.0,,,,16154.0,,,,17221.0,25945.0,34300.0,34093.0,36073.0,31087.0,26190.0,37299.0,18739.0,29839.0,23127.0,,,,,,0,19772.0,20075.0,1294.0,0.07,3,14378.0,14378.0,,,1,,,,,0,,,,,0,16157.0,16157.0,,,1,,,,,0,,,,,0,,,,,0,78534.0,91368.0,51453.0,0.66,3,29319.0,29319.0,,,1,16154.0,16154.0,,,1,,,,,0,25822.0,25945.0,8540.0,0.33,3,33751.0,34093.0,2511.0,0.07,3,27409.0,26190.0,9340.0,0.34,3,26483.0,26483.0,4746.0,0.18,2,,,,,,,,,,,,,,,,139.0,26068.0,,0.0,20075.0,14378.0,,,16157.0,,,,91368.0,29319.0,16154.0,,25945.0,34093.0,26190.0,26483.0,26068.0
C7H12O3,,87.55,144.0792,5.3350024000000005,50,,,,,,19538.0,,,,,,,,,,,,,,,,,,,,,,128960.0,55346.0,86210.0,,,30895.0,,,30323.0,,23802.0,,32994.0,39312.0,,,72154.0,56687.0,28825.0,,,,26988.0,,,,,,0,19538.0,19538.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,90172.0,86210.0,36967.0,0.41,3,30895.0,30895.0,,,1,30323.0,30323.0,,,1,23802.0,23802.0,,,1,36153.0,36153.0,4468.0,0.12,2,64420.0,64420.0,10937.0,0.17,2,28825.0,28825.0,,,1,26988.0,26988.0,,,1,,,,,,,,,,,,,,,,144.0,30323.0,,0.0,19538.0,,,,,,,,86210.0,30895.0,30323.0,23802.0,36153.0,64420.0,28825.0,26988.0,30323.0
C8H16O2,,87.16,144.1154,6.8439975,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,52865.0,82745.0,,,,,,,,,,,,,,16212.0,19950.0,21141.0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,67805.0,67805.0,21128.0,0.31,2,,,,,0,,,,,0,,,,,0,,,,,0,19101.0,19950.0,2572.0,0.13,3,,,,,0,,,,,0,,,,,,,,,,,,,,,,144.0,43878.0,,0.0,,,,,,,,,67805.0,,,,,19950.0,,,43878.0
